countyFips,countyName,year,observedEdRate,summerAvgMax,heatwaveDays,consecutiveHotDays,warmNightCount,tailPercentileTemp,elderlyPct,povertyPct,acCoverage,treeCanopy
06047,Merced,2022,15.96,96.26,30,10,33,104.87,12.99,16.58,83.0,10.83
06053,Monterey,2017,4.67,80.6,10,4,13,87.99,16.72,9.74,82.34,26.78
06053,Monterey,2018,4.63,80.0,2,3,0,85.95,16.79,9.43,86.24,26.51
06053,Monterey,2019,6.09,81.81,8,3,7,88.31,15.94,9.99,82.93,26.29
06053,Monterey,2020,6.09,80.42,7,5,11,85.52,16.42,9.81,80.58,26.7
06053,Monterey,2021,6.3,80.25,10,3,11,88.1,16.83,10.34,84.85,26.43
06053,Monterey,2022,7.8,83.56,15,4,14,89.87,16.49,9.62,83.38,27.05
06055,Napa,2017,9.36,85.27,17,5,11,91.41,15.74,11.68,78.4,25.97
06055,Napa,2018,8.87,86.17,15,3,15,90.95,16.17,11.66,80.38,27.19
06055,Napa,2019,8.51,84.58,13,7,15,92.94,16.42,11.28,80.28,26.8
06055,Napa,2020,8.13,84.31,12,4,15,90.22,16.07,11.7,82.48,25.14
06055,Napa,2021,8.44,85.74,14,5,21,92.6,16.6,11.4,78.73,25.38
06055,Napa,2022,10.23,88.21,15,6,16,94.51,16.24,12.19,83.03,25.77
06057,Nevada,2017,11.52,89.09,15,6,17,95.21,18.22,14.44,74.09,18.05
06057,Nevada,2018,13.08,88.77,19,8,20,97.74,19.34,14.63,75.42,19.0
06057,Nevada,2019,11.83,86.32,15,8,22,95.9,18.73,13.71,74.14,18.61
06057,Nevada,2020,9.24,89.92,12,7,18,96.82,18.74,14.1,74.1,19.94
06057,Nevada,2021,9.27,87.54,11,5,18,95.14,19.35,14.2,74.56,18.45
06057,Nevada,2022,12.95,89.93,16,7,22,98.3,18.68,14.58,76.05,18.67
06059,Orange,2017,6.66,87.83,13,6,20,92.49,12.04,11.33,79.27,26.92
06059,Orange,2018,6.71,87.98,17,5,14,94.2,11.85,11.76,78.32,27.05
06059,Orange,2019,9.03,86.53,15,4,20,93.17,12.86,11.8,77.75,26.87
06059,Orange,2020,6.62,88.84,16,5,19,98.76,13.4,11.32,78.42,28.31
06059,Orange,2021,5.92,86.01,13,5,14,92.76,12.26,12.72,80.26,27.83
06059,Orange,2022,8.46,86.77,14,4,14,92.93,13.14,11.79,81.75,27.45
06061,Placer,2017,10.5,89.68,17,8,23,97.02,16.21,12.2,73.56,20.12
06061,Placer,2018,10.44,90.52,22,9,18,100.54,16.45,13.09,73.53,19.53
06061,Placer,2019,10.63,90.6,18,5,18,97.73,16.41,12.98,73.37,21.25
06061,Placer,2020,10.55,91.64,16,7,20,98.63,16.92,12.93,74.32,21.09
06061,Placer,2021,11.11,89.13,18,6,26,97.56,16.57,13.15,70.17,18.25
06061,Placer,2022,13.91,90.98,22,10,28,99.18,16.48,12.51,70.23,20.07
06065,Riverside,2017,16.19,98.0,24,11,23,108.14,12.52,22.67,71.23,11.79
06065,Riverside,2018,17.7,96.78,29,10,31,106.86,12.95,22.69,75.52,11.4
06065,Riverside,2019,14.46,99.72,22,11,32,109.47,11.58,22.72,76.07,11.09
06065,Riverside,2020,14.36,101.71,33,12,33,114.36,12.13,22.45,75.6,12.94
06065,Riverside,2021,14.75,99.73,30,13,35,108.83,12.44,22.25,75.48,14.12
06065,Riverside,2022,19.0,101.95,31,12,37,109.27,12.56,22.62,75.52,11.69
06067,Sacramento,2017,13.42,91.53,22,8,19,99.7,14.43,15.55,81.49,16.2
06067,Sacramento,2018,11.4,92.47,12,4,16,102.17,13.85,15.46,79.85,15.43
06067,Sacramento,2019,12.12,89.46,24,9,22,98.35,13.72,15.8,80.74,15.81
06067,Sacramento,2020,9.81,91.12,22,8,24,98.82,15.18,14.7,83.12,17.07
06067,Sacramento,2021,11.29,94.51,21,8,23,103.17,14.84,15.4,79.86,16.63
06067,Sacramento,2022,13.86,93.68,22,8,23,102.16,14.25,15.15,76.79,14.97
06071,San Bernardino,2017,16.94,98.72,32,11,32,110.91,13.76,14.83,72.26,8.62
06071,San Bernardino,2018,15.89,101.57,26,14,30,113.11,13.3,15.33,72.06,8.2
06071,San Bernardino,2019,14.49,100.46,24,10,25,109.99,13.61,14.94,69.76,8.73
06071,San Bernardino,2020,12.32,102.28,29,11,29,111.82,13.29,15.26,71.94,9.59
06071,San Bernardino,2021,11.97,100.34,28,11,28,109.31,12.71,15.08,71.43,9.45
06071,San Bernardino,2022,17.63,103.22,32,12,36,110.09,13.14,15.75,73.35,8.94
06073,San Diego,2017,8.67,85.05,9,4,15,92.07,15.41,14.84,79.43,20.43
06073,San Diego,2018,9.45,86.03,14,3,20,94.1,16.31,15.74,81.81,22.22
06073,San Diego,2019,9.05,85.51,13,4,15,93.19,16.15,15.89,83.2,19.19
06073,San Diego,2020,7.56,84.8,11,5,15,90.55,15.94,15.06,84.71,21.26
06073,San Diego,2021,7.55,84.45,10,4,14,90.46,16.25,15.64,81.18,20.64
06073,San Diego,2022,10.17,86.54,14,6,24,91.29,16.33,15.82,83.33,21.06
06075,San Francisco,2017,2.93,74.51,3,1,2,79.04,13.87,7.95,93.93,32.05
06075,San Francisco,2018,3.17,78.08,1,2,10,85.8,13.86,7.9,96.0,32.15
06075,San Francisco,2019,2.7,76.51,2,1,6,81.9,14.64,9.19,92.36,32.0
06075,San Francisco,2020,3.1,77.69,7,2,10,81.07,15.07,8.17,96.0,30.77
06075,San Francisco,2021,3.94,76.87,6,1,9,83.08,14.35,7.43,95.78,29.81
06075,San Francisco,2022,3.82,77.51,12,2,9,83.1,14.94,8.24,94.44,31.56
06077,San Joaquin,2017,12.65,93.99,17,10,16,102.27,18.07,16.75,77.01,13.43
06077,San Joaquin,2018,12.26,93.21,15,8,23,101.34,16.71,16.67,78.6,12.67
06077,San Joaquin,2019,12.17,91.07,21,7,23,98.82,17.45,16.21,79.36,12.82
06077,San Joaquin,2020,10.1,90.62,20,7,29,96.93,17.44,15.82,77.31,13.36
06077,San Joaquin,2021,12.49,92.87,24,10,26,100.58,16.44,16.53,77.88,12.44
06077,San Joaquin,2022,13.67,95.13,21,10,23,102.74,18.12,16.72,78.2,12.5
06079,San Luis Obispo,2017,6.27,84.0,11,4,10,90.58,11.82,11.04,83.18,26.09
06079,San Luis Obispo,2018,5.95,84.02,11,6,15,90.52,11.58,11.39,84.8,26.13
06079,San Luis Obispo,2019,6.26,84.22,11,6,20,90.19,11.48,11.12,82.29,26.24
06079,San Luis Obispo,2020,6.46,81.97,13,3,22,88.63,11.48,11.07,86.02,27.64
06079,San Luis Obispo,2021,4.81,81.76,15,6,15,86.03,11.06,11.86,85.28,27.63
06079,San Luis Obispo,2022,7.86,84.85,18,6,20,89.83,11.32,11.46,83.24,26.3
06081,San Mateo,2017,2.11,77.72,5,2,3,84.69,13.88,6.21,90.66,22.27
06081,San Mateo,2018,4.61,78.41,4,3,11,85.39,13.78,5.36,90.37,24.81
06081,San Mateo,2019,5.25,77.81,10,1,9,85.11,13.9,5.75,89.84,24.29
06081,San Mateo,2020,2.29,79.4,2,1,8,86.86,13.28,5.67,86.16,23.86
06081,San Mateo,2021,3.0,77.1,7,2,11,84.07,13.61,6.13,90.78,24.14
06081,San Mateo,2022,5.22,81.52,11,3,12,87.67,14.15,6.05,89.57,24.53
06083,Santa Barbara,2017,7.77,82.53,4,5,17,91.44,15.41,12.52,85.43,16.36
06083,Santa Barbara,2018,8.75,81.14,12,3,16,89.57,15.75,11.78,80.06,16.51
06083,Santa Barbara,2019,9.18,82.09,9,4,18,90.01,16.01,12.48,81.56,16.75
06083,Santa Barbara,2020,5.68,82.91,13,5,6,91.53,14.84,11.98,84.84,16.47
06083,Santa Barbara,2021,7.84,81.37,16,5,12,87.87,15.66,12.58,84.4,15.35
06083,Santa Barbara,2022,9.08,84.4,22,6,17,90.79,15.74,11.72,83.44,15.74
06085,Santa Clara,2017,5.95,83.02,5,3,16,90.29,18.14,6.57,81.65,22.86
06085,Santa Clara,2018,6.42,84.68,7,4,10,91.55,17.94,6.99,83.36,22.88
06085,Santa Clara,2019,8.81,83.38,12,5,21,88.97,18.35,6.53,82.96,23.95
06085,Santa Clara,2020,6.54,84.2,9,3,12,91.63,17.73,6.96,80.59,23.0
06085,Santa Clara,2021,7.56,84.3,14,5,16,90.86,18.92,7.1,81.63,23.03
06085,Santa Clara,2022,9.58,85.08,15,7,23,90.76,18.75,7.55,82.62,23.96
06087,Santa Cruz,2017,2.0,79.94,6,3,6,86.69,11.49,8.25,96.0,29.14
06087,Santa Cruz,2018,3.55,80.75,4,3,7,87.49,11.81,8.6,96.0,27.89
06087,Santa Cruz,2019,2.4,81.96,6,1,8,89.35,11.72,8.83,96.0,29.3
06087,Santa Cruz,2020,4.41,80.95,14,3,10,86.83,11.08,8.21,96.0,28.91
06087,Santa Cruz,2021,2.0,79.96,6,3,9,86.15,10.96,8.0,96.0,28.73
06087,Santa Cruz,2022,4.59,79.75,9,4,16,84.97,11.58,9.2,96.0,28.61
06089,Shasta,2017,14.42,92.53,23,9,26,101.04,12.29,17.31,75.25,17.07
06089,Shasta,2018,11.34,92.69,19,7,18,102.77,11.55,16.64,76.77,18.83
06089,Shasta,2019,12.23,94.3,20,8,24,102.96,12.28,17.18,76.52,17.87
06089,Shasta,2020,10.28,94.74,19,9,27,103.25,12.91,16.81,76.94,17.88
06089,Shasta,2021,11.75,93.5,25,8,24,105.15,12.13,16.68,75.41,17.77
06089,Shasta,2022,12.88,94.73,27,8,25,103.4,12.21,17.1,75.24,19.06
06095,Solano,2017,9.6,87.52,14,6,19,98.49,15.44,14.86,77.4,17.47
06095,Solano,2018,9.37,86.97,12,6,16,95.29,15.97,16.0,78.68,16.66
06095,Solano,2019,8.53,85.16,13,8,19,93.63,15.75,14.75,78.38,18.29
06095,Solano,2020,9.09,86.65,12,5,16,94.36,16.36,15.58,77.88,17.78
06095,Solano,2021,8.53,88.24,16,7,21,94.8,16.13,15.16,78.18,17.63
06095,Solano,2022,10.61,89.12,16,5,22,96.91,16.35,16.03,78.74,18.53
06097,Sonoma,2017,9.57,80.47,10,5,15,86.39,17.08,12.48,85.22,19.35
06097,Sonoma,2018,6.86,81.73,6,4,15,87.48,17.17,12.26,82.86,21.29
06097,Sonoma,2019,7.93,83.7,11,1,11,90.87,17.13,12.18,87.62,20.95
06097,Sonoma,2020,4.49,80.99,6,5,14,88.14,15.98,11.48,89.26,20.03
06097,Sonoma,2021,8.29,84.62,10,5,14,92.46,18.12,12.38,84.06,20.82
06097,Sonoma,2022,9.39,86.15,16,8,15,92.54,17.08,11.8,85.1,18.25
06099,Stanislaus,2017,14.2,96.42,21,10,24,106.01,18.87,15.42,78.98,15.46
06099,Stanislaus,2018,15.69,96.0,22,9,29,105.97,18.77,13.92,79.67,13.29
06099,Stanislaus,2019,14.52,93.95,20,10,26,101.96,18.8,15.98,80.15,15.9
06099,Stanislaus,2020,11.79,94.34,21,10,21,102.72,18.49,15.47,80.02,15.58
06099,Stanislaus,2021,11.8,93.51,16,9,26,103.57,19.39,15.5,77.4,14.78
06099,Stanislaus,2022,13.83,98.91,28,9,34,106.19,18.67,14.83,81.29,14.78
06101,Sutter,2017,11.58,92.04,17,7,22,98.4,13.45,13.28,80.04,15.3
06101,Sutter,2018,11.76,91.05,20,6,22,98.19,13.19,12.83,80.68,16.07
06101,Sutter,2019,12.0,91.28,19,7,19,99.83,13.51,12.05,80.16,15.86
06101,Sutter,2020,8.21,90.69,19,6,17,99.62,12.73,12.26,80.54,17.82
06101,Sutter,2021,9.46,93.29,19,8,29,99.66,14.07,12.6,81.11,16.39
06101,Sutter,2022,12.22,93.71,24,9,29,100.74,13.95,13.33,84.87,16.28
06103,Tehama,2017,10.28,91.84,19,9,21,99.55,15.9,16.69,79.33,20.49
06103,Tehama,2018,9.93,90.12,13,6,17,97.79,16.39,16.56,80.26,21.6
06103,Tehama,2019,12.2,91.1,20,5,23,100.22,15.75,17.02,78.92,22.14
06103,Tehama,2020,11.85,91.49,20,9,21,100.66,15.58,16.6,79.1,22.84
06103,Tehama,2021,9.61,90.94,17,7,18,100.35,16.05,16.78,81.62,23.18
06103,Tehama,2022,12.28,93.56,27,9,28,101.91,15.63,16.29,82.39,22.41
06107,Tulare,2017,13.18,95.61,22,12,32,104.33,13.83,10.84,76.52,16.53
06107,Tulare,2018,13.18,96.1,26,8,21,105.64,14.23,10.6,77.94,15.36
06107,Tulare,2019,12.86,95.7,27,7,27,102.49,13.94,10.23,74.2,15.93
06107,Tulare,2020,12.02,95.05,28,10,28,105.44,14.65,10.86,75.92,15.78
06107,Tulare,2021,12.0,96.01,26,11,27,104.72,14.13,10.08,75.88,16.63
06107,Tulare,2022,16.76,97.34,30,11,35,106.24,14.55,10.53,78.27,14.95
06109,Tuolumne,2017,12.17,89.18,16,9,22,94.89,18.31,15.51,82.49,17.77
06109,Tuolumne,2018,10.61,90.38,15,8,14,96.38,18.23,15.49,79.78,16.35
06109,Tuolumne,2019,14.21,89.38,23,7,20,99.22,17.98,15.51,80.14,18.92
06109,Tuolumne,2020,9.35,89.26,14,7,20,98.62,18.38,15.6,80.05,18.37
06109,Tuolumne,2021,8.14,89.81,14,9,19,99.78,17.69,15.85,83.96,16.99
06109,Tuolumne,2022,11.39,92.76,19,8,21,100.54,18.08,15.33,79.32,17.56
06111,Ventura,2017,7.88,84.76,12,5,14,92.99,13.62,9.73,86.78,17.94
06111,Ventura,2018,7.9,85.65,15,7,16,94.24,12.77,9.32,86.26,16.73
06111,Ventura,2019,5.43,85.76,6,4,11,94.84,13.43,10.12,86.27,18.45
06111,Ventura,2020,6.86,87.03,13,5,13,94.91,11.9,10.04,85.88,18.09
06111,Ventura,2021,6.18,85.31,10,5,14,93.96,12.61,9.99,87.98,16.74
06111,Ventura,2022,8.27,86.42,17,8,16,92.42,12.52,10.61,85.36,18.11
06113,Yolo,2017,10.71,92.52,22,6,23,99.72,12.75,12.04,85.39,15.36
06113,Yolo,2018,11.59,91.65,19,6,23,101.14,12.99,11.89,84.14,15.13
06113,Yolo,2019,10.52,90.38,17,6,16,96.39,14.17,11.96,84.8,15.3
06113,Yolo,2020,10.71,90.91,25,8,20,99.67,13.06,12.23,82.65,14.93
06113,Yolo,2021,9.42,91.89,19,7,20,101.87,13.42,11.32,82.87,15.41
06113,Yolo,2022,10.07,94.29,22,8,29,103.54,13.07,11.29,83.81,15.91
06115,Yuba,2017,10.12,91.27,15,7,17,99.48,11.35,14.5,78.94,19.85
06115,Yuba,2018,11.18,90.5,17,8,22,100.91,12.33,14.42,81.51,18.51
06115,Yuba,2019,10.81,92.87,16,8,20,102.5,11.59,15.02,79.42,19.71
06115,Yuba,2020,10.08,90.38,15,8,22,98.4,12.13,15.64,78.14,18.59
06115,Yuba,2021,10.44,91.17,17,6,24,98.43,12.79,14.65,75.89,19.65
06115,Yuba,2022,11.71,92.06,23,7,22,100.4,10.67,14.56,76.97,18.58
